dataset1,dataset2,column1,column2,similarity
legacy_products,legacy_sales,product_name,order_id,0.04391513535569078
third_products,third_sales,item_name,sale_date,0.04387329241569117
modern_products,modern_sales,subcategory,price_per_item,0.04364536737297025
modern_products,modern_sales,asin,price_per_item,0.04364536737297025
modern_products,modern_sales,seller,price_per_item,0.04364536737297025
modern_products,modern_sales,specifications,price_per_item,0.04364536737297025
modern_products,modern_sales,title,price_per_item,0.04364536737297025
third_products,third_sales,brand_name,sale_id,0.043602394235548333
third_products,third_sales,item_name,item_price,0.04312726850050453
third_products,third_sales,item_name,item_code,0.04312726850050453
third_products,third_sales,category_name,sale_id,0.04308751884462334
third_customers,third_sales,city_name,sale_id,0.04308751884462334
third_customers,third_sales,customer_name,sale_id,0.04308751884462334
third_customers,third_products,account_id,item_name,0.04308751884462334
third_products,third_sales,item_code,sale_date,0.04308423500827731
third_products,third_sales,item_name,sale_total,0.04297785633552126
legacy_products,legacy_sales,product_name,order_date,0.042851862996179116
legacy_customers,legacy_products,customer_id,product_name,0.042593189204408834
legacy_products,legacy_sales,product_name,customer_id,0.042593189204408834
third_products,third_sales,brand_name,sale_date,0.04252200850036473
third_customers,third_sales,country_code,sale_id,0.042375102763835965
third_customers,third_products,country_code,item_name,0.042375102763835965
third_products,third_sales,item_code,item_price,0.042351628269326466
legacy_products,legacy_sales,product_name,shipping_address,0.04235101363332523
legacy_products,legacy_sales,product_name,shipping_status,0.04235101363332523
third_products,third_sales,item_name,account_id,0.04233739501864612
third_customers,third_products,customer_name,item_code,0.042312593507602705
third_customers,third_products,city_name,item_code,0.042312593507602705
third_customers,third_products,account_id,item_code,0.042312593507602705
third_products,third_sales,item_weight,sale_id,0.042233347123232026
third_products,third_sales,item_code,sale_total,0.042204903269336895
third_products,third_sales,item_name,customer_address,0.042105192517582254
legacy_customers,legacy_products,email_address,product_name,0.042096103197529065
third_customers,third_sales,customer_name,sale_date,0.042019890758130944
third_customers,third_sales,city_name,sale_date,0.042019890758130944
third_customers,third_sales,account_id,sale_date,0.042019890758130944
third_products,third_sales,category_name,sale_date,0.042019890758130944
legacy_products,legacy_sales,product_sku,order_id,0.041887606459825893
third_products,third_sales,brand_name,item_price,0.04179896189236282
third_products,third_sales,brand_name,item_code,0.04179896189236282
third_products,third_sales,item_name,order_quantity,0.04176495287483315
third_customers,third_products,account_id,brand_name,0.04176043651365972
third_customers,third_sales,postal_code,sale_id,0.041660967037388745
third_products,third_sales,product_dimensions,sale_id,0.041660967037388745
third_customers,third_products,postal_code,item_name,0.041660967037388745
third_products,third_sales,retail_price,sale_id,0.041660967037388745
third_products,third_sales,brand_name,sale_total,0.041654151576116655
third_products,third_sales,item_code,account_id,0.04157596059440579
third_customers,third_products,signup_date,item_name,0.04140439251510057
third_products,third_sales,item_name,delivery_status,0.04140439251510057
third_products,third_sales,availability_status,sale_id,0.04140439251510057
third_customers,third_products,membership_status,item_name,0.04140439251510057
third_customers,third_sales,signup_date,sale_id,0.04140439251510057
third_customers,third_sales,membership_status,sale_id,0.04140439251510057
third_products,third_sales,item_code,customer_address,0.04134793423544105
third_customers,third_sales,country_code,sale_date,0.041325127014667985
third_customers,third_sales,account_id,item_price,0.04130538218826842
third_customers,third_sales,account_id,item_code,0.04130538218826842
third_products,third_sales,category_name,item_price,0.04130538218826842
third_products,third_sales,category_name,item_code,0.04130538218826842
third_customers,third_sales,city_name,item_code,0.04130538218826842
third_customers,third_sales,city_name,item_price,0.04130538218826842
third_customers,third_sales,customer_name,item_code,0.04130538218826842
third_customers,third_sales,customer_name,item_price,0.04130538218826842
modern_customers,modern_sales,full_name,transaction_id,0.041293707312477876
third_customers,third_products,account_id,category_name,0.041267311733423705
modern_customers,modern_sales,shipping_city,transaction_id,0.04119222437197536
modern_customers,modern_sales,shipping_zip,transaction_id,0.04119222437197536
modern_customers,modern_sales,shipping_state,transaction_id,0.04119222437197536
third_products,third_sales,item_weight,sale_date,0.04118688381356824
legacy_products,legacy_sales,product_name,unit_price,0.04118138301922725
legacy_customers,legacy_products,zip_code,product_name,0.04118138301922725
third_customers,third_sales,account_id,sale_total,0.041162281853079366
third_customers,third_sales,city_name,sale_total,0.041162281853079366
third_products,third_sales,category_name,sale_total,0.041162281853079366
third_customers,third_sales,customer_name,sale_total,0.041162281853079366
legacy_products,legacy_sales,product_category,order_id,0.04113903014184523
third_products,third_sales,item_name,payment_option,0.041080731389291116
third_customers,third_sales,email_addr,sale_id,0.041080731389291116
third_customers,third_products,email_addr,item_name,0.041080731389291116
third_customers,third_products,country_code,brand_name,0.041069962629092
third_products,third_sales,brand_name,account_id,0.04103341627085884
third_products,third_sales,item_code,order_quantity,0.041013813773533525
legacy_customers,legacy_products,registration_date,product_name,0.040927478142301035
legacy_customers,legacy_products,street_address,product_name,0.040927478142301035
legacy_products,legacy_sales,product_sku,order_date,0.040873424588493835
legacy_customers,legacy_sales,email_address,order_id,0.04087064650444896
legacy_products,legacy_sales,product_name,product_sku,0.04083585539215358
legacy_customers,legacy_products,phone_number,product_name,0.04083585539215358
third_products,third_sales,brand_name,customer_address,0.040808365535425266
third_customers,third_products,signup_date,item_code,0.0406597380609975
third_customers,third_products,membership_status,item_code,0.0406597380609975
third_products,third_sales,item_code,delivery_status,0.0406597380609975
third_customers,third_sales,state_province,sale_id,0.040649264673893244
third_customers,third_products,state_province,item_name,0.040649264673893244
third_products,third_sales,stock_level,sale_id,0.040649264673893244
third_customers,third_sales,contact_number,sale_id,0.040649264673893244
third_customers,third_products,contact_number,item_name,0.040649264673893244
modern_products,modern_sales,current_price,transaction_id,0.04063395441403643
modern_products,modern_sales,product_condition,transaction_id,0.04063395441403643
legacy_customers,legacy_sales,last_name,order_id,0.04063248265602737
legacy_customers,legacy_sales,first_name,order_id,0.04063248265602737
third_customers,third_sales,postal_code,sale_date,0.04062868623514663
third_products,third_sales,retail_price,sale_date,0.04062868623514663
third_products,third_sales,product_dimensions,sale_date,0.04062868623514663
legacy_products,legacy_sales,product_sku,customer_id,0.0406266935718777
legacy_customers,legacy_products,customer_id,product_sku,0.0406266935718777
third_customers,third_sales,country_code,item_price,0.04062243224631179
legacy_products,legacy_sales,product_name,payment_method,0.040607192204799435
third_customers,third_products,country_code,category_name,0.04058499125459146
third_products,third_sales,category_name,account_id,0.04054887645111147
third_customers,third_sales,city_name,account_id,0.04054887645111147
third_customers,third_sales,customer_name,account_id,0.04054887645111147
third_products,third_sales,item_weight,item_price,0.0404865397403264
third_products,third_sales,item_weight,item_code,0.0404865397403264
third_customers,third_sales,country_code,sale_total,0.04048169795545966
third_products,third_sales,brand_name,order_quantity,0.04047860516904884
third_customers,third_products,city_name,item_weight,0.04044922399837351
third_customers,third_products,customer_name,item_weight,0.04044922399837351
third_customers,third_products,account_id,item_weight,0.04044922399837351
legacy_products,legacy_sales,product_sku,shipping_status,0.04039569906546048
legacy_products,legacy_sales,product_sku,shipping_address,0.04039569906546048
third_products,third_sales,availability_status,sale_date,0.04037846914938807
third_customers,third_sales,membership_status,sale_date,0.04037846914938807
third_customers,third_products,postal_code,brand_name,0.040377822063421984
legacy_customers,legacy_sales,customer_id,order_date,0.04035201754443668
third_products,third_sales,item_weight,sale_total,0.04034627624195036
third_customers,third_products,email_addr,item_code,0.04034189795282201
third_products,third_sales,item_code,payment_option,0.04034189795282201
third_customers,third_sales,city_name,customer_address,0.04032648320931823
third_customers,third_sales,customer_name,customer_address,0.04032648320931823
third_products,third_sales,category_name,customer_address,0.04032648320931823
third_customers,third_sales,account_id,customer_address,0.04032648320931823
modern_products,modern_sales,stock_quantity,transaction_id,0.040293399905458105
legacy_customers,legacy_products,premium_member,product_name,0.04018023781356921
legacy_customers,legacy_products,email_address,product_sku,0.040152557653492835
legacy_products,legacy_sales,product_category,order_date,0.0401429727850216
third_products,third_sales,brand_name,delivery_status,0.04012914995752339
third_customers,third_products,membership_status,brand_name,0.04012914995752339
third_customers,third_products,signup_date,brand_name,0.04012914995752339
third_customers,third_sales,email_addr,sale_date,0.040062827740603074
third_customers,third_sales,address_line,sale_id,0.04001761140841857
third_customers,third_products,address_line,item_name,0.04001761140841857
third_customers,third_sales,account_id,order_quantity,0.040000616791898654
